x,f_hz,V_real,V_imag,l,b,h,rho,E0,eta,F_tip,m_tip,k_phi,k_x,use_ideal
0.2,476.0,-7.646943993224317e-05,-0.03309551054369087,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,477.0,-7.288079111242025e-05,-0.033057452493488855,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,478.0,-6.956309462114384e-05,-0.03301811929486038,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,479.0,-6.649003532708643e-05,-0.032977624865108884,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,480.0,-6.363842666423988e-05,-0.03293607213249812,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,481.0,-6.0987775315380464e-05,-0.03289355431407431,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,482.0,-5.851991491362875e-05,-0.03285015601997764,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,483.0,-5.621869654418614e-05,-0.032805954211048906,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,484.0,-5.406972620681551e-05,-0.03276101903191989,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,485.0,-5.20601412751433e-05,-0.03271541453803188,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,486.0,-5.017841947563825e-05,-0.03266919933197666,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,487.0,-4.841421509399982e-05,-0.03262242712205897,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,488.0,-4.675821806565596e-05,-0.032575147213929206,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,489.0,-4.520203237074614e-05,-0.032527404944443096,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,490.0,-4.3738070771598075e-05,-0.03247924206550408,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,491.0,-4.235946343194015e-05,-0.032430697084479196,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,492.0,-4.105997836614829e-05,-0.032381805566806705,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,493.0,-3.983395200153295e-05,-0.03233260040560027,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,494.0,-3.867622841199863e-05,-0.032283112062370146,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,495.0,-3.75821060084007e-05,-0.032233368782405396,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,496.0,-3.654729065905361e-05,-0.032183396787873964,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,497.0,-3.556785437008932e-05,-0.032133220451283556,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,498.0,-3.464019878560307e-05,-0.032082862451595154,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,499.0,-3.37610228765948e-05,-0.03203234391498063,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,500.0,-3.292729427911589e-05,-0.031981684541959744,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,501.0,-3.2136223818985046e-05,-0.03193090272243143,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,502.0,-3.1385242825415833e-05,-0.03188001563992555,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,503.0,-3.0671982890916814e-05,-0.031829039366238085,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,504.0,-2.9994257781457107e-05,-0.03177798894747186,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,505.0,-2.9350047240618093e-05,-0.031726878482383175,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,506.0,-2.8737482465384948e-05,-0.03167572119382865,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,507.0,-2.8154833060163196e-05,-0.03162452949401497,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,508.0,-2.7600495300497797e-05,-0.031573315044173364,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,509.0,-2.7072981559317354e-05,-0.03152208880921151,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,510.0,-2.6570910766923726e-05,-0.03147086110783321,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,511.0,-2.60929997918432e-05,-0.03141964165856361,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,512.0,-2.5638055643345645e-05,-0.03136843962206935,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,513.0,-2.5204968408453896e-05,-0.03131726364012268,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,514.0,-2.4792704846472887e-05,-0.03126612187152088,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,515.0,-2.4400302573201683e-05,-0.031215022025240936,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,516.0,-2.402686477475472e-05,-0.031163971391080344,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,517.0,-2.367155539784087e-05,-0.03111297686800946,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,518.0,-2.3333594769323292e-05,-0.031062044990438967,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,519.0,-2.301225560317061e-05,-0.031011181952585384,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,520.0,-2.27068593575e-05,-0.0309603936311004,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,521.0,-2.2416772908563998e-05,-0.030909685606113423,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,522.0,-2.2141405512030425e-05,-0.030859063180823154,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,523.0,-2.188020602514894e-05,-0.030808531399761054,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,524.0,-2.1632660366178632e-05,-0.030758095065838358,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,525.0,-2.1398289189911093e-05,-0.030707758756278434,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,526.0,-2.1176645760392823e-05,-0.030657526837526723,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,527.0,-2.096731400384547e-05,-0.030607403479223128,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,528.0,-2.0769906726592755e-05,-0.030557392667313502,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,529.0,-2.0584063984308992e-05,-0.030507498216371554,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,530.0,-2.040945159034955e-05,-0.030457723781195,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,531.0,-2.0245759752130698e-05,-0.03040807286773628,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,532.0,-2.009270182569079e-05,-0.03035854884342176,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,533.0,-1.9950013179534406e-05,-0.03030915494691035,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,534.0,-1.9817450159798035e-05,-0.030259894297337563,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,535.0,-1.969478914959557e-05,-0.03021076990308826,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,536.0,-1.9581825716137854e-05,-0.03016178467013792,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,537.0,-1.9478373839909684e-05,-0.030112941409999355,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,538.0,-1.9384265220802784e-05,-0.030064242847309453,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,539.0,-1.9299348656662897e-05,-0.030015691627087972,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,540.0,-1.9223489490242605e-05,-0.029967290321698946,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,541.0,-1.915656912101995e-05,-0.02991904143754241,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,542.0,-1.9098484578796762e-05,-0.02987094742150373,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,543.0,-1.904914815639403e-05,-0.029823010667185415,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,544.0,-1.9008487099165543e-05,-0.02977523352094544,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,545.0,-1.897644334940907e-05,-0.029727618287765094,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,546.0,-1.895297334410079e-05,-0.029680167236967942,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,547.0,-1.893804786472487e-05,-0.029632882607811273,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,548.0,-1.893165193827648e-05,-0.02958576661496997,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,549.0,-1.893378478884914e-05,-0.02953882145393299,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,550.0,-1.894445983950602e-05,-0.029492049306331456,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,551.0,-1.8963704764458308e-05,-0.029445452345217397,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,552.0,-1.8991561591867734e-05,-0.02939903274031197,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,553.0,-1.9028086857907346e-05,-0.02935279266324173,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,554.0,-1.9073351813019115e-05,-0.029306734292781557,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,555.0,-1.912744268164522e-05,-0.029260859820123067,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,556.0,-1.91904609770346e-05,-0.02921517145418743,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,557.0,-1.9262523873073247e-05,-0.029169671427001873,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,558.0,-1.9343764635477688e-05,-0.02912436199915986,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,559.0,-1.943433311505212e-05,-0.029079245465385043,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,560.0,-1.9534396306148837e-05,-0.029034324160220344,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,561.0,-1.9644138973923736e-05,-0.028989600463863945,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,562.0,-1.9763764354436986e-05,-0.02894507680817527,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,563.0,-1.9893494932199005e-05,-0.028900755682875093,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,564.0,-2.0033573300329067e-05,-0.02885663964196516,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,565.0,-2.0184263109097537e-05,-0.028812731310394447,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,566.0,-2.034585010934244e-05,-0.02876903339100063,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,567.0,-2.0518643297968984e-05,-0.02872554867175746,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,568.0,-2.0702976173593896e-05,-0.02868228003336105,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,569.0,-2.0899208111317934e-05,-0.02863923045718996,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,570.0,-2.1107725866608566e-05,-0.028596403033677397,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,571.0,-2.1328945219443368e-05,-0.028553800971136373,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,572.0,-2.1563312771086015e-05,-0.02851142760508242,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,573.0,-2.1811307907324503e-05,-0.028469286408101816,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,574.0,-2.2073444943534975e-05,-0.028427381000318,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,575.0,-2.2350275468739566e-05,-0.028385715160513383,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,576.0,-2.264239090777786e-05,-0.028344292837968608,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,577.0,-2.295042532298454e-05,-0.02830311816508821,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,578.0,-2.3275058479234323e-05,-0.02826219547088695,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,579.0,-2.3617019199089066e-05,-0.028221529295419396,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,580.0,-2.3977089037973467e-05,-0.028181124405243275,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,581.0,-2.4356106312936812e-05,-0.028140985810015933,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,582.0,-2.4754970522695213e-05,-0.0281011187803343,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,583.0,-2.5174647201302892e-05,-0.02806152886693953,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,584.0,-2.561617325314888e-05,-0.02802222192142134,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,585.0,-2.6080662823051102e-05,-0.027983204118570835,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,586.0,-2.6569313762163755e-05,-0.02794448198054812,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,587.0,-2.7083414758314663e-05,-0.027906062403048514,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,588.0,-2.762435320858908e-05,-0.027867952683673255,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,589.0,-2.819362392233679e-05,-0.027830160552733765,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,590.0,-2.879283875490223e-05,-0.02779269420674576,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,591.0,-2.9423737286246354e-05,-0.0277555623449,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,592.0,-3.0088198674644347e-05,-0.02771877420883182,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,593.0,-3.078825483435499e-05,-0.027682339626050666,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,594.0,-3.152610510762243e-05,-0.02764626905743639,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,595.0,-3.230413262659267e-05,-0.02761057364926136,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,596.0,-3.3124922589996685e-05,-0.027575265290256272,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,597.0,-3.3991282713673734e-05,-0.027540356674305974,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,598.0,-3.49062661542033e-05,-0.02750586136944003,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,599.0,-3.5873197252027056e-05,-0.027471793893873386,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,600.0,-3.6895700496013414e-05,-0.027438169799956613,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,601.0,-3.797773317698867e-05,-0.027405005767016346,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,602.0,-3.91236222755221e-05,-0.02737231970420742,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,603.0,-4.033810622149063e-05,-0.02734013086466044,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,604.0,-4.1626382272961886e-05,-0.027308459972400403,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,605.0,-4.2994160393277777e-05,-0.027277329363733584,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,606.0,-4.444772466290732e-05,-0.027246763145061696,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,607.0,-4.599400345198563e-05,-0.02721678736938933,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,608.0,-4.7640649808328536e-05,-0.027187430234151645,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,609.0,-4.9396133792748865e-05,-0.027158722303418304,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,610.0,-5.126984883039121e-05,-0.027130696758035675,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,611.0,-5.327223455789431e-05,-0.027103389677872833,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,612.0,-5.541491915011915e-05,-0.027076840361056613,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,613.0,-5.771088472993646e-05,-0.027051091685941987,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,614.0,-6.0174660230748155e-05,-0.027026190522598553,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,615.0,-6.282254703225417e-05,-0.027002188201840402,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,616.0,-6.56728838760473e-05,-0.026979141051334848,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,617.0,-6.874635905399039e-05,-0.02695711101015544,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,618.0,-7.206637973461963e-05,-0.026936166335375614,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,619.0,-7.565951066445656e-05,-0.026916382417028397,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,620.0,-7.9555997500734e-05,-0.02689784272110929,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,621.0,-8.37903939009661e-05,-0.026880639884434003,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,622.0,-8.840231648092297e-05,-0.026864876990284076,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,623.0,-9.343735822058546e-05,-0.02685066906014291,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,624.0,-9.894819934483379e-05,-0.02683814480478511,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,625.0,-0.00010499596581581977,-0.02682744868796998,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,626.0,-0.00011165190029579118,-0.026818743368580505,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,627.0,-0.00011899943010186992,-0.026812212602990722,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,628.0,-0.0001271367431518505,-0.026808064709709697,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,629.0,-0.00013618001887125454,-0.02680653672422493,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,630.0,-0.00014626751034891496,-0.026807899405115892,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,631.0,-0.00015756474231094905,-0.026812463295112384,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,632.0,-0.00017027118500165952,-0.02682058609564135,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,633.0,-0.00018462889915078583,-0.026832681684127925,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,634.0,-0.00020093384048907331,-0.026849231194329495,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,635.0,-0.00021955079223312843,-0.02687079669653284,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,636.0,-0.00024093330477782129,-0.026898038162098743,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,637.0,-0.00026565063303997014,-0.02693173458004474,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,638.0,-0.00029442458458374404,-0.02697281031178553,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,639.0,-0.0003281806061041467,-0.02702236801000509,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,640.0,-0.0003681196393135135,-0.02708172964192576,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,641.0,-0.0004158207677320796,-0.027152487221083967,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,642.0,-0.00047339030024679224,-0.027236564461339506,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,643.0,-0.000543682155214704,-0.027336289008893802,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,644.0,-0.0006306297592256082,-0.027454470524779097,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,645.0,-0.0007397555766814527,-0.02759446881523892,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,646.0,-0.0008789683992934045,-0.027760209314149388,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,647.0,-0.0010598328098659444,-0.027956038604691483,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,648.0,-0.0012996158124423838,-0.028186156843741688,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,649.0,-0.001624587233664155,-0.028452984957460598,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,650.0,-0.002075183919082044,-0.028752900297828905,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,651.0,-0.002713194848747314,-0.029065575739561107,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,652.0,-0.003627657936890933,-0.029328481483383295,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,653.0,-0.004920984155967443,-0.0293821237880481,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,654.0,-0.006610899708474696,-0.028888403433560778,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,655.0,-0.008343652532959595,-0.027370079095378433,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,656.0,-0.009175327447396232,-0.024779420522360308,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,657.0,-0.008425992227276151,-0.02214974511727538,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,658.0,-0.006714868094742526,-0.0205630287392098,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
